tienda_id,empleados,publicidad,ubicacion,ventas
44,9.0,6237.0,1,49443.0
45,4.0,5015.0,1,16907.0
42,9.0,2531.0,1,35006.0
22,1.0,4041.0,0,36263.0
21,10.0,6314.0,0,24783.0
22,29.0,5593.0,1,63400.0
28,14.0,5901.0,2,48264.0
9,22.0,3280.0,1,65314.0
26,25.0,7564.0,0,49118.0
15,18.0,6663.0,2,34936.0
10,6.0,4223.0,0,20650.0
24,18.0,6964.0,1,44517.0
24,15.0,8543.0,1,38288.0
16,16.0,254.0,0,38393.0
49,8.0,10979.0,2,27317.0
26,13.0,6403.0,1,55484.0
27,23.0,4370.0,2,30962.0
37,11.0,5652.0,0,48889.0
4,28.0,6404.0,0,74066.0
24,25.0,9070.0,2,42893.0
19,7.0,7951.0,2,15515.0
36,17.0,10453.0,1,55843.0
39,18.0,2557.0,2,52871.0
10,22.0,5430.0,0,46394.0
25,23.0,2225.0,1,40459.0
18,19.0,2817.0,2,54707.0
19,25.0,4347.0,0,46973.0
36,13.0,4383.0,0,47544.0
10,15.0,5739.0,1,53348.0
33,23.0,4778.0,0,46838.0
50,22.0,6599.0,2,52938.0
5,29.0,5637.0,0,50662.0
47,22.0,8295.0,1,56726.0
49,1.0,6657.0,0,11518.0
35,29.0,2642.0,0,53606.0
44,16.0,4709.0,2,38244.0
34,5.0,4843.0,2,21777.0
33,26.0,5879.0,2,33150.0
17,23.0,5565.0,0,45323.0
37,5.0,4081.0,2,22829.0
15,7.0,1175.0,2,5172.0
35,14.0,5883.0,2,33189.0
28,3.0,6682.0,0,30989.0
7,13.0,2362.0,2,14120.0
32,13.0,5316.0,0,36170.0
10,2.0,8376.0,2,4926.0
9,6.0,3211.0,1,19319.0
14,8.0,6836.0,2,15393.0
13,4.0,7286.0,0,13723.0
25,25.0,4610.0,1,59132.0
2,12.0,5584.0,0,28200.0
7,15.0,2800.0,1,52824.0
21,8.0,4145.0,2,5025.0
18,7.0,5372.0,1,32291.0
3,14.0,9128.0,0,28803.0
42,23.0,4200.0,2,32008.0
39,19.0,4462.0,1,36381.0
41,14.0,8094.0,0,21048.0
49,22.0,6325.0,2,37868.0
11,13.0,9365.0,0,40921.0
39,29.0,7186.0,2,58142.0
24,21.0,4707.0,2,29738.0
46,1.0,4423.0,1,13500.0
19,27.0,3350.0,2,50572.0
4,19.0,2389.0,0,36093.0
26,29.0,5681.0,2,61941.0
39,10.0,8860.0,1,23187.0
46,27.0,2056.0,2,40452.0
36,20.0,3360.0,0,39838.0
40,9.0,5011.0,0,33523.0
37,3.0,2805.0,0,6601.0
33,28.0,7693.0,2,66331.0
36,6.0,3522.0,0,6656.0
3,6.0,3164.0,0,17811.0
8,25.0,5414.0,0,60662.0
6,23.0,4904.0,1,85502.0
41,1.0,5543.0,0,12712.0
4,24.0,4704.0,0,46426.0
13,5.0,2903.0,2,36173.0
49,9.0,8908.0,1,53519.0
2,10.0,7585.0,1,62143.0
5,13.0,3692.0,0,37185.0
44,15.0,4584.0,0,45288.0
32,5.0,9307.0,2,17299.0
21,5.0,5792.0,1,41263.0
8,28.0,4144.0,2,53497.0
50,12.0,4852.0,0,43536.0
3,27.0,2838.0,1,74283.0
44,3.0,1304.0,0,25965.0
3,26.0,8973.0,2,54098.0
22,25.0,4946.0,0,51557.0
6,7.0,3456.0,0,34506.0
23,19.0,4557.0,2,28218.0
44,28.0,4701.0,2,53924.0
2,18.0,6530.0,0,48804.0
38,1.0,3092.0,0,7242.0
17,25.0,3932.0,2,54680.0
35,24.0,3150.0,2,50696.0
34,5.0,4563.0,1,26987.0
23,27.0,1014.0,0,37743.0
30,28.0,3391.0,0,60575.0
8,2.0,6259.0,2,32653.0
22,1.0,2549.0,1,26093.0
44,7.0,6999.0,2,27513.0
36,29.0,6746.0,0,47243.0
5,11.0,6914.0,0,31553.0
13,11.0,4990.0,0,29377.0
29,18.0,4811.0,0,31984.0
31,17.0,5639.0,1,54409.0
47,2.0,7640.0,0,23125.0
16,7.0,7458.0,2,18524.0
42,7.0,1675.0,1,31712.0
30,10.0,3251.0,1,58130.0
16,22.0,2892.0,0,39107.0
12,21.0,6453.0,1,45348.0
17,3.0,3641.0,0,5859.0
16,12.0,4593.0,1,44165.0
12,3.0,8415.0,1,5786.0
8,11.0,7241.0,2,22189.0
20,29.0,7752.0,2,45014.0
3,12.0,3566.0,2,25280.0
16,25.0,-542.0,1,56535.0
45,25.0,2120.0,2,50351.0
23,16.0,1111.0,2,41306.0
40,18.0,3216.0,0,32909.0
5,4.0,3386.0,2,22235.0
20,22.0,4268.0,1,39824.0
40,6.0,8292.0,1,43207.0
44,21.0,4676.0,0,46671.0
1,15.0,6903.0,2,37512.0
30,1.0,4369.0,1,28644.0
21,3.0,1839.0,1,27335.0
18,14.0,6085.0,1,63641.0
8,9.0,6086.0,1,45097.0
39,3.0,6800.0,1,40546.0
32,26.0,3461.0,1,58315.0
16,3.0,8837.0,2,21836.0
12,11.0,3958.0,1,51723.0
38,2.0,3412.0,1,24203.0
14,15.0,5341.0,0,43879.0
36,13.0,5904.0,0,43572.0
33,19.0,3841.0,0,39556.0
50,16.0,2224.0,0,21554.0
45,18.0,6935.0,2,26253.0
2,7.0,3938.0,0,28457.0
41,13.0,5577.0,1,48504.0
21,4.0,5420.0,2,12986.0
2,9.0,1079.0,1,29940.0
27,10.0,6668.0,2,21044.0
9,9.0,3431.0,0,17254.0
11,15.0,2180.0,2,13683.0
3,28.0,4041.0,2,61552.0
23,8.0,5726.0,1,40399.0
26,19.0,2841.0,2,48710.0
4,11.0,2950.0,1,40470.0
18,5.0,5250.0,2,16328.0
6,2.0,4664.0,2,12985.0
35,10.0,5698.0,0,22563.0
22,16.0,4264.0,0,24976.0
43,23.0,6282.0,1,49680.0
15,13.0,3866.0,1,38329.0
22,8.0,6194.0,1,28121.0
37,9.0,3186.0,2,34535.0
42,11.0,3778.0,2,17468.0
12,11.0,6461.0,1,45605.0
47,23.0,3971.0,2,48520.0
49,26.0,2657.0,0,63499.0
42,16.0,8460.0,2,42584.0
38,10.0,4929.0,0,27208.0
18,29.0,5942.0,1,85313.0
45,24.0,475.0,2,28939.0
35,12.0,7663.0,1,34729.0
30,25.0,10292.0,0,57932.0
42,28.0,7769.0,0,66386.0
30,12.0,4182.0,0,32951.0
14,10.0,5503.0,1,43092.0
6,18.0,5976.0,0,51742.0
3,18.0,3604.0,1,51290.0
7,9.0,2998.0,1,28341.0
9,18.0,6681.0,0,51155.0
15,8.0,1468.0,2,19384.0
21,11.0,6906.0,1,43717.0
35,7.0,1845.0,1,25040.0
2,9.0,5104.0,1,33496.0
27,8.0,5286.0,1,39095.0
2,3.0,6145.0,1,26405.0
35,17.0,4638.0,1,40590.0
14,15.0,5369.0,2,25421.0
20,14.0,9345.0,2,30086.0
18,29.0,4971.0,1,64711.0
10,18.0,3237.0,1,65273.0
25,16.0,4065.0,2,41493.0
2,20.0,5300.0,2,42209.0
25,22.0,4462.0,1,75193.0
33,4.0,4184.0,1,28191.0
36,25.0,7654.0,2,53378.0
31,20.0,6034.0,2,43115.0
1,6.0,4778.0,2,10338.0
46,26.0,5346.0,1,60232.0
16,11.0,6120.0,0,23280.0
3,17.0,4176.0,1,48874.0
6,3.0,3248.0,1,29265.0
25,13.0,1947.0,1,58099.0
13,22.0,7821.0,2,53526.0
21,15.0,5435.0,2,43030.0
25,15.0,26.0,0,9066.0
4,16.0,5153.0,0,35276.0
45,16.0,2646.0,0,34894.0
12,17.0,8245.0,2,40306.0
32,9.0,6582.0,0,47388.0
32,27.0,2867.0,1,60535.0
28,23.0,7046.0,2,44982.0
13,3.0,4068.0,1,37440.0
31,20.0,7110.0,1,52896.0
14,13.0,2114.0,2,17878.0
20,22.0,5340.0,0,25388.0
29,28.0,3325.0,0,57047.0
6,7.0,1136.0,1,36869.0
32,29.0,2531.0,0,50663.0
29,6.0,2519.0,1,37812.0
43,9.0,2269.0,1,29477.0
2,12.0,5377.0,1,43928.0
23,15.0,1467.0,2,29751.0
19,21.0,5597.0,0,57270.0
31,20.0,7011.0,0,52078.0
19,10.0,4830.0,1,44876.0
34,1.0,4328.0,2,6291.0
10,19.0,4176.0,0,33718.0
25,19.0,-110.0,0,43921.0
2,23.0,2746.0,2,43636.0
11,23.0,7922.0,0,38878.0
31,12.0,4517.0,2,34067.0
15,1.0,958.0,0,16157.0
9,19.0,6186.0,2,42759.0
9,16.0,2725.0,1,45012.0
35,25.0,6021.0,0,48277.0
21,23.0,4858.0,0,41585.0
9,23.0,6729.0,1,55285.0
28,28.0,7251.0,2,36809.0
46,15.0,3521.0,0,23155.0
7,16.0,4914.0,1,54508.0
16,11.0,4393.0,1,55362.0
16,24.0,2276.0,0,48373.0
33,6.0,2564.0,0,14024.0
4,11.0,4671.0,1,6191.0
4,3.0,4885.0,0,35446.0
39,15.0,4890.0,1,33026.0
40,1.0,4893.0,0,693.0
17,7.0,3368.0,1,30219.0
37,1.0,9242.0,0,18470.0
39,17.0,5463.0,0,39974.0
29,9.0,3848.0,0,18028.0
36,29.0,5804.0,2,57300.0
38,26.0,3297.0,0,46419.0
39,23.0,5053.0,1,53572.0
50,13.0,5801.0,1,41353.0
37,11.0,6101.0,2,19611.0
35,29.0,2485.0,2,37945.0
28,1.0,9065.0,0,23312.0
22,7.0,4487.0,1,38080.0
14,12.0,5493.0,1,39706.0
37,20.0,3905.0,1,64799.0
5,19.0,3232.0,2,51734.0
27,4.0,4003.0,0,7552.0
21,3.0,5798.0,0,29107.0
38,1.0,7923.0,1,27632.0
15,18.0,4733.0,0,32758.0
21,27.0,6560.0,0,60635.0
10,21.0,3982.0,0,37635.0
23,15.0,2637.0,2,36499.0
5,1.0,6495.0,0,14436.0
13,14.0,6392.0,1,36881.0
21,4.0,2967.0,2,28557.0
26,5.0,5884.0,2,34661.0
50,23.0,5434.0,0,74779.0
45,13.0,6301.0,0,38544.0
21,28.0,8283.0,1,57725.0
18,24.0,7896.0,0,65706.0
45,6.0,1009.0,0,12983.0
32,1.0,5491.0,1,29240.0
17,19.0,2727.0,0,39628.0
49,29.0,3459.0,1,50945.0
11,29.0,7670.0,0,60713.0
21,6.0,4055.0,1,38898.0
26,15.0,1992.0,0,33217.0
4,16.0,4871.0,0,37761.0
34,24.0,4994.0,1,62246.0
48,23.0,2935.0,1,46356.0
18,16.0,6180.0,1,26166.0
40,10.0,7274.0,2,24786.0
35,22.0,4289.0,0,44175.0
41,9.0,1992.0,0,30793.0
29,9.0,4452.0,2,46032.0
29,17.0,5603.0,2,47942.0
38,17.0,684.0,1,25477.0
42,17.0,5963.0,0,65478.0
21,24.0,4250.0,2,51040.0
42,12.0,5087.0,2,24422.0
13,13.0,4420.0,0,47799.0
41,14.0,4778.0,0,29377.0
9,23.0,4284.0,2,43600.0
41,19.0,3239.0,1,66231.0
1,29.0,6073.0,0,70163.0
2,2.0,7473.0,0,25799.0
48,4.0,3253.0,2,10832.0
29,19.0,4766.0,1,61926.0
10,26.0,5776.0,1,71344.0
40,15.0,3842.0,2,33515.0
21,24.0,4834.0,1,45309.0
28,6.0,6730.0,0,34739.0
11,3.0,1785.0,0,11482.0
34,6.0,2416.0,1,17242.0
8,16.0,6163.0,2,24293.0
8,28.0,4859.0,1,56765.0
49,7.0,6885.0,0,33209.0
17,26.0,8430.0,1,75093.0
23,7.0,6789.0,0,23102.0
24,4.0,6051.0,0,28011.0
19,24.0,4711.0,0,47175.0
1,29.0,5527.0,0,51046.0
23,12.0,4513.0,1,41485.0
37,5.0,5714.0,0,16555.0
8,23.0,3844.0,1,76937.0
8,29.0,5461.0,0,58768.0
23,26.0,5954.0,0,48905.0
43,19.0,3792.0,0,50372.0
1,26.0,7638.0,2,50103.0
45,5.0,7624.0,1,32950.0
24,27.0,1835.0,2,46235.0
35,19.0,3445.0,1,40196.0
24,21.0,5232.0,1,70643.0
17,3.0,5741.0,1,38288.0
5,27.0,9264.0,1,68000.0
20,26.0,5281.0,1,62193.0
21,11.0,4767.0,2,16497.0
40,7.0,2723.0,0,7918.0
31,29.0,1829.0,2,41153.0
46,17.0,4732.0,0,50721.0
36,25.0,9114.0,0,50924.0
19,9.0,5904.0,1,29539.0
7,10.0,988.0,1,28450.0
28,13.0,5158.0,0,36092.0
43,15.0,6648.0,1,31623.0
5,22.0,3104.0,1,47812.0
5,5.0,7737.0,2,14153.0
30,29.0,6319.0,1,76760.0
32,3.0,7755.0,1,33533.0
8,27.0,2247.0,2,49171.0
38,8.0,6844.0,0,37816.0
47,20.0,2004.0,2,37108.0
32,10.0,6894.0,1,30172.0
48,13.0,4640.0,1,45090.0
31,29.0,7821.0,2,56646.0
8,22.0,2416.0,0,50100.0
40,8.0,5658.0,2,24995.0
25,29.0,1976.0,1,70134.0
9,9.0,5839.0,2,34318.0
50,12.0,3432.0,2,12874.0
3,11.0,4349.0,0,34472.0
36,18.0,5568.0,1,46009.0
4,9.0,8864.0,2,32814.0
14,2.0,6746.0,1,20703.0
41,2.0,3826.0,0,22515.0
25,16.0,6762.0,0,54635.0
10,4.0,6404.0,2,17812.0
21,23.0,2026.0,2,55168.0
36,25.0,3615.0,2,33711.0
27,20.0,4577.0,2,59692.0
40,25.0,4052.0,1,67631.0
2,18.0,4206.0,1,50532.0
13,10.0,6630.0,2,23455.0
32,11.0,5181.0,1,46387.0
31,29.0,6600.0,0,66241.0
16,17.0,8252.0,2,16970.0
11,23.0,4690.0,2,36154.0
10,24.0,7028.0,1,48681.0
15,20.0,6639.0,2,55809.0
17,16.0,3678.0,2,26069.0
40,20.0,3973.0,2,36730.0
18,13.0,7772.0,1,42592.0
9,2.0,3901.0,2,5633.0
25,24.0,4776.0,2,48990.0
40,27.0,6350.0,2,47457.0
14,2.0,4668.0,0,22788.0
30,17.0,3828.0,1,51494.0
20,13.0,6175.0,2,17686.0
21,4.0,4895.0,2,21377.0
44,3.0,1118.0,2,7771.0
32,12.0,3058.0,0,46239.0
46,22.0,5468.0,2,52364.0
49,23.0,6781.0,1,59919.0
21,8.0,6809.0,0,25283.0
32,6.0,3617.0,1,26100.0
39,10.0,4949.0,1,38307.0
47,10.0,6583.0,1,34988.0
18,23.0,6923.0,2,43473.0
21,10.0,5728.0,0,21516.0
8,29.0,3414.0,1,88619.0
46,9.0,4834.0,2,16890.0
46,19.0,4849.0,0,57664.0
7,14.0,4657.0,2,38013.0
23,2.0,3757.0,2,5939.0
44,5.0,2948.0,2,9077.0
32,20.0,4589.0,2,68112.0
11,29.0,6188.0,2,73189.0
22,29.0,1525.0,1,67754.0
22,8.0,4005.0,1,31820.0
43,7.0,9138.0,2,14110.0
25,6.0,4614.0,2,11493.0
28,12.0,8677.0,0,58070.0
29,18.0,5638.0,1,50322.0
13,19.0,5684.0,2,50031.0
18,10.0,3179.0,0,36528.0
29,29.0,4970.0,0,67466.0
21,25.0,6849.0,2,58280.0
15,21.0,7554.0,1,66711.0
27,14.0,5060.0,2,25921.0
50,3.0,5764.0,1,36282.0
31,18.0,1220.0,0,49866.0
23,15.0,7186.0,0,49026.0
13,27.0,4652.0,0,67122.0
43,7.0,4929.0,0,10602.0
33,1.0,4592.0,2,5548.0
3,26.0,7292.0,2,42407.0
19,18.0,2003.0,2,35725.0
23,26.0,395.0,0,46616.0
29,15.0,4943.0,2,12192.0
39,28.0,4880.0,0,64571.0
44,1.0,4173.0,0,4524.0
47,5.0,6210.0,1,32213.0
25,15.0,2871.0,2,19624.0
37,3.0,5849.0,2,5591.0
47,1.0,6727.0,1,20862.0
8,8.0,4588.0,1,40956.0
42,12.0,5956.0,1,62876.0
8,22.0,4234.0,0,54776.0
1,25.0,2315.0,2,52328.0
1,12.0,7428.0,2,23880.0
40,28.0,1930.0,2,51911.0
32,19.0,5950.0,0,36439.0
42,6.0,4419.0,1,39801.0
43,4.0,6494.0,1,27414.0
10,25.0,4155.0,1,52418.0
21,22.0,8487.0,1,54522.0
46,28.0,5098.0,2,32486.0
39,7.0,7153.0,0,37937.0
27,23.0,5693.0,2,30168.0
27,4.0,2982.0,0,16661.0
2,20.0,6458.0,0,37717.0
13,27.0,1692.0,2,39032.0
9,21.0,5766.0,0,32741.0
22,24.0,2847.0,1,63368.0
42,9.0,3086.0,0,26291.0
26,2.0,5795.0,1,29826.0
12,27.0,2372.0,1,70502.0
17,7.0,9708.0,1,39347.0
14,17.0,3268.0,0,33674.0
14,16.0,4002.0,0,39797.0
34,17.0,3390.0,1,43147.0
20,20.0,6869.0,0,56618.0
11,26.0,9324.0,1,62838.0
16,23.0,3593.0,1,56182.0
31,2.0,6733.0,1,34752.0
6,11.0,2388.0,0,51771.0
19,2.0,6918.0,2,3312.0
4,26.0,7904.0,0,52873.0
47,2.0,5265.0,0,9729.0
4,29.0,2934.0,1,72846.0
20,23.0,5001.0,1,60475.0
10,9.0,4378.0,2,10807.0
24,22.0,4106.0,1,63779.0
26,2.0,4866.0,2,3902.0
37,28.0,6415.0,0,60384.0
39,10.0,7642.0,0,29700.0
21,29.0,3936.0,2,52774.0
10,25.0,5031.0,0,43744.0
38,23.0,2943.0,2,54454.0
46,27.0,5959.0,1,61160.0
4,17.0,5397.0,1,37522.0
20,9.0,3022.0,2,30146.0
17,18.0,6531.0,1,57769.0
7,4.0,5204.0,2,9985.0
4,9.0,7058.0,2,41878.0
29,16.0,4124.0,1,46551.0
3,16.0,5890.0,0,44655.0
24,19.0,8049.0,1,53565.0
37,1.0,4767.0,0,14573.0
16,23.0,3890.0,2,51500.0
4,6.0,4012.0,2,14599.0
24,10.0,2783.0,0,24324.0
34,16.0,3993.0,2,19659.0
30,4.0,318.0,2,5959.0
19,22.0,8868.0,2,39215.0
31,13.0,4704.0,1,26569.0
19,16.0,5876.0,0,45215.0
19,6.0,7052.0,0,15386.0
22,26.0,7350.0,1,64673.0
24,11.0,2918.0,0,31230.0
45,24.0,5659.0,0,56473.0
12,29.0,4474.0,2,58248.0
38,20.0,4834.0,2,56088.0
31,10.0,4888.0,0,16825.0
19,28.0,2429.0,1,34605.0
45,20.0,5177.0,1,68630.0
36,11.0,3792.0,2,18208.0
30,26.0,9079.0,0,38583.0
49,26.0,5673.0,1,72283.0
33,12.0,6343.0,2,15095.0
18,14.0,6629.0,2,37493.0
49,25.0,4358.0,1,51741.0
28,8.0,7483.0,2,18595.0
47,11.0,7081.0,0,35357.0
11,4.0,4755.0,2,18070.0
45,28.0,6876.0,0,58568.0
33,7.0,7479.0,2,36184.0
17,10.0,6590.0,1,57415.0
6,19.0,3329.0,0,59086.0
20,26.0,5950.0,0,54820.0
48,4.0,5504.0,1,44186.0
47,2.0,3509.0,2,4290.0
27,26.0,4426.0,2,43243.0
15,21.0,5703.0,0,46270.0
6,18.0,1981.0,1,48391.0
47,14.0,5038.0,1,42166.0
14,26.0,6393.0,2,39764.0
39,22.0,3285.0,2,36754.0
9,11.0,3636.0,2,25972.0
26,10.0,7973.0,0,31308.0
16,17.0,3124.0,1,54753.0
5,14.0,7371.0,2,36459.0
10,22.0,3757.0,2,38452.0
50,4.0,7260.0,0,17658.0
3,19.0,6082.0,0,42258.0
13,2.0,4303.0,2,344.0
43,7.0,1466.0,1,23630.0
30,28.0,5363.0,2,54284.0
45,19.0,5827.0,1,43501.0
6,16.0,6078.0,0,37664.0
45,25.0,5786.0,2,48481.0
19,16.0,6485.0,0,35826.0
42,18.0,6461.0,2,58119.0
35,23.0,2493.0,0,52365.0
46,21.0,7308.0,1,47814.0
26,21.0,5857.0,1,46516.0
5,11.0,6111.0,0,37766.0
29,7.0,3208.0,2,26859.0
37,9.0,6514.0,0,47296.0
20,4.0,1552.0,2,23805.0
49,25.0,3303.0,0,54913.0
21,13.0,7533.0,1,59758.0
10,27.0,6417.0,2,51379.0
5,26.0,5583.0,1,63767.0
36,25.0,6887.0,1,50882.0
6,29.0,7026.0,1,84204.0
26,4.0,6515.0,0,22535.0
4,19.0,4565.0,2,36165.0
39,2.0,3243.0,1,17654.0
50,12.0,7821.0,2,39122.0
35,2.0,2449.0,1,15936.0
1,6.0,5981.0,0,28889.0
36,5.0,7936.0,1,21386.0
6,20.0,5979.0,2,46195.0
46,5.0,4185.0,2,22079.0
44,27.0,4988.0,0,74357.0
31,4.0,7265.0,1,61428.0
20,29.0,6613.0,0,71152.0
24,9.0,2828.0,2,23367.0
25,29.0,5557.0,1,74328.0
36,22.0,6650.0,0,52660.0
21,27.0,4525.0,0,77637.0
30,10.0,680.0,2,21918.0
44,10.0,2029.0,1,42110.0
42,29.0,1713.0,0,75747.0
22,29.0,10042.0,0,54814.0
28,19.0,7728.0,1,47409.0
7,10.0,-221.0,1,22852.0
35,6.0,4653.0,0,13210.0
14,5.0,2058.0,1,31344.0
16,6.0,4630.0,1,39560.0
16,27.0,2671.0,0,56091.0
42,27.0,3782.0,2,42485.0
25,15.0,5015.0,1,34241.0
13,25.0,4763.0,1,68109.0
6,27.0,7125.0,2,59450.0
9,18.0,4310.0,2,37828.0
45,29.0,3365.0,1,60029.0
36,4.0,1458.0,2,21877.0
43,8.0,2817.0,2,25875.0
20,27.0,7716.0,2,63860.0
18,16.0,6729.0,0,30970.0
43,24.0,5577.0,0,43564.0
21,19.0,4011.0,0,38002.0
4,20.0,7482.0,1,50685.0
50,3.0,2977.0,2,15566.0
7,4.0,633.0,2,28944.0
6,6.0,2921.0,0,32431.0
18,14.0,4077.0,1,43029.0
32,16.0,3023.0,1,48307.0
11,27.0,9070.0,0,50193.0
20,21.0,7726.0,2,44255.0
24,19.0,8429.0,2,43596.0
15,2.0,4801.0,1,18587.0
7,17.0,8203.0,0,41220.0
21,9.0,5170.0,2,12348.0
42,17.0,2879.0,1,45750.0
26,15.0,3017.0,1,38888.0
44,7.0,4351.0,2,10577.0
14,22.0,4955.0,1,72677.0
37,23.0,5162.0,0,48729.0
21,19.0,4632.0,0,52503.0
18,3.0,9679.0,0,26357.0
5,29.0,2293.0,0,60100.0
23,1.0,4045.0,1,20416.0
26,4.0,4922.0,2,27937.0
37,28.0,6880.0,1,74046.0
24,18.0,1434.0,2,31338.0
49,26.0,3108.0,1,71430.0
19,8.0,4732.0,2,35886.0
25,19.0,7952.0,2,43522.0
21,23.0,7941.0,0,66366.0
12,23.0,7554.0,2,40771.0
41,28.0,613.0,2,38494.0
33,25.0,2900.0,2,41390.0
50,6.0,2982.0,2,16798.0
4,1.0,4889.0,2,25964.0
42,8.0,1293.0,0,19225.0
7,1.0,7195.0,2,16098.0
33,11.0,7065.0,2,31826.0
17,21.0,6741.0,1,51957.0
24,24.0,2811.0,1,45462.0
34,25.0,7523.0,0,65707.0
28,15.0,4333.0,2,20441.0
41,25.0,4157.0,1,61165.0
39,11.0,4328.0,2,37596.0
22,19.0,4512.0,0,52086.0
49,29.0,4558.0,2,53629.0
34,10.0,3683.0,1,52273.0
6,24.0,3856.0,0,44318.0
46,12.0,8345.0,0,30744.0
6,1.0,3857.0,0,22077.0
34,24.0,3729.0,0,65953.0
1,7.0,8032.0,0,19977.0
10,17.0,4355.0,0,20562.0
5,29.0,2786.0,0,69372.0
2,26.0,2159.0,0,52022.0
22,28.0,6082.0,1,93205.0
2,28.0,7692.0,0,50731.0
10,6.0,4817.0,2,10295.0
34,17.0,4125.0,2,34670.0
16,18.0,4543.0,2,36734.0
48,5.0,5926.0,0,14543.0
39,18.0,4060.0,1,61481.0
12,17.0,7106.0,2,25836.0
24,22.0,5693.0,2,48691.0
40,8.0,3584.0,1,35882.0
38,24.0,1437.0,1,66022.0
10,13.0,6230.0,2,39475.0
49,24.0,3131.0,2,44001.0
7,11.0,9875.0,0,31213.0
21,6.0,5045.0,2,18267.0
20,27.0,3405.0,0,68685.0
26,3.0,5547.0,1,23676.0
4,1.0,3357.0,1,26203.0
46,18.0,6900.0,2,25190.0
22,5.0,5332.0,2,20170.0
15,13.0,5476.0,0,33426.0
21,5.0,3761.0,1,38975.0
15,26.0,3842.0,1,55216.0
22,14.0,6716.0,2,45381.0
28,17.0,4156.0,2,26228.0
14,1.0,8207.0,0,31726.0
40,7.0,1376.0,1,37703.0
28,10.0,2095.0,1,33078.0
26,20.0,4036.0,2,41006.0
49,7.0,5809.0,0,21511.0
2,24.0,7204.0,2,51240.0
25,16.0,4565.0,2,35155.0
3,5.0,3222.0,0,42246.0
8,29.0,4718.0,2,38488.0
44,28.0,5040.0,0,58041.0
42,17.0,7498.0,2,37744.0
6,20.0,5908.0,1,51241.0
39,26.0,3292.0,1,56403.0
50,26.0,4601.0,2,47463.0
43,15.0,6279.0,1,49380.0
19,12.0,6069.0,1,35609.0
5,21.0,4841.0,1,61465.0
11,10.0,5665.0,1,29945.0
10,26.0,2699.0,1,65178.0
36,13.0,3817.0,2,26433.0
21,15.0,7196.0,2,33102.0
8,1.0,4046.0,1,37277.0
9,26.0,7136.0,2,52659.0
47,3.0,4221.0,0,25609.0
15,25.0,4863.0,0,58557.0
48,10.0,5987.0,1,53860.0
40,27.0,6881.0,0,50774.0
18,15.0,4884.0,1,46686.0
42,22.0,5206.0,0,55171.0
20,27.0,1833.0,2,48650.0
6,6.0,7009.0,1,34543.0
12,20.0,6794.0,0,55739.0
2,15.0,5566.0,2,28575.0
7,24.0,6435.0,1,57305.0
3,7.0,2836.0,0,46708.0
45,25.0,8602.0,1,64184.0
3,29.0,4484.0,2,45625.0
27,29.0,6514.0,1,63041.0
50,21.0,3506.0,0,40645.0
43,27.0,4115.0,0,67052.0
38,4.0,4685.0,2,17793.0
33,22.0,6047.0,0,46918.0
28,18.0,5260.0,0,28076.0
1,3.0,5492.0,1,25616.0
8,17.0,5424.0,0,15094.0
37,18.0,1044.0,1,49586.0
48,24.0,3924.0,1,50683.0
43,24.0,8559.0,1,57426.0
37,2.0,3454.0,1,12358.0
4,13.0,4056.0,1,20581.0
30,22.0,9892.0,2,30851.0
6,15.0,6446.0,0,44176.0
19,3.0,5352.0,0,20875.0
12,5.0,3391.0,1,35603.0
11,3.0,8729.0,0,16635.0
46,3.0,5841.0,1,44766.0
16,20.0,6055.0,0,57196.0
1,23.0,6899.0,0,58950.0
21,28.0,3621.0,1,55651.0
30,28.0,5189.0,0,71324.0
34,26.0,9188.0,2,49314.0
4,20.0,429.0,0,37575.0
28,4.0,3849.0,1,16863.0
38,1.0,4840.0,1,32975.0
31,26.0,5273.0,1,64923.0
27,16.0,5233.0,2,37163.0
5,8.0,4907.0,1,45228.0
25,17.0,4675.0,2,41459.0
3,8.0,5482.0,2,12635.0
33,7.0,5923.0,1,35462.0
4,25.0,8581.0,0,58492.0
25,8.0,8563.0,2,28732.0
20,21.0,5601.0,1,40078.0
34,24.0,4009.0,2,34146.0
26,27.0,4149.0,1,70392.0
5,26.0,2371.0,1,67317.0
28,16.0,4910.0,1,32427.0
29,12.0,5874.0,2,36675.0
9,19.0,5667.0,1,56796.0
38,10.0,3604.0,0,17374.0
6,12.0,4094.0,2,35684.0
44,5.0,4838.0,2,3228.0
2,9.0,2951.0,0,25764.0
44,20.0,4939.0,1,58257.0
44,22.0,6030.0,1,91278.0
9,26.0,5078.0,2,55297.0
21,14.0,4274.0,1,51014.0
34,7.0,5402.0,1,50445.0
22,29.0,5836.0,1,63115.0
3,10.0,4340.0,2,14368.0
12,29.0,2844.0,2,48660.0
28,9.0,4802.0,0,31742.0
30,4.0,3700.0,2,9341.0
26,16.0,5575.0,0,29695.0
48,10.0,7961.0,2,17391.0
28,24.0,7301.0,0,57444.0
26,17.0,5938.0,1,56674.0
33,9.0,7205.0,2,8707.0
21,13.0,4128.0,2,19496.0
34,2.0,5359.0,2,8045.0
41,13.0,7799.0,0,37765.0
11,7.0,6174.0,1,34146.0
23,16.0,3975.0,0,44259.0
48,19.0,8332.0,1,45348.0
22,7.0,6304.0,2,19194.0
17,6.0,3561.0,0,9846.0
5,18.0,3870.0,0,45873.0
